Year,Runtype,Indicator,medval,lowval,highval,combined,
2030,ProgClinDisease_AI_5y,cumulative_mort,373.810903,333.3303501,430.3928313,"0.4 (0.3, 0.4) million",
2031,ProgClinDisease_AI_5y,cumulative_incDc,4378.867846,3819.632065,5272.664219,"4.4 (3.8, 5.3) million",
2031,ProgClinDisease_AI_5y,cumulative_incDs,10979.50294,8679.327789,13728.20257,"11 (8.7, 13.7) million",
2031,ProgClinDisease_AI_5y,cumulative_incDsDc,15349.68733,12518.37012,18690.88395,"15.3 (12.5, 18.7) million",
2031,ProgClinDisease_AI_5y,cumulative_incDn,13190.13855,8242.18471,18721.87948,"13.2 (8.2, 18.7) million",
2031,ProgClinDisease_AI_5y,cumulative_mort,736.0293135,654.3164033,849.8382337,"0.7 (0.7, 0.8) million",
2032,ProgClinDisease_AI_5y,cumulative_incDc,6458.301679,5625.297282,7787.860209,"6.5 (5.6, 7.8) million",
2032,ProgClinDisease_AI_5y,cumulative_incDs,16266.75885,12839.30585,20359.55808,"16.3 (12.8, 20.4) million",
2032,ProgClinDisease_AI_5y,cumulative_incDsDc,22740.97073,18503.81736,27714.27438,"22.7 (18.5, 27.7) million",
2032,ProgClinDisease_AI_5y,cumulative_incDn,19620.10105,12201.99949,27799.58015,"19.6 (12.2, 27.8) million",
2032,ProgClinDisease_AI_5y,cumulative_mort,1086.608169,962.7683379,1257.6961,"1.1 (1, 1.3) million",
2033,ProgClinDisease_AI_5y,cumulative_incDc,8456.117589,7366.674658,10226.45393,"8.5 (7.4, 10.2) million",
2033,ProgClinDisease_AI_5y,cumulative_incDs,21425.1975,16885.69575,26870.95162,"21.4 (16.9, 26.9) million",
2033,ProgClinDisease_AI_5y,cumulative_incDsDc,29926.75166,24320.9615,36532.49342,"29.9 (24.3, 36.5) million",
2033,ProgClinDisease_AI_5y,cumulative_incDn,25932.15693,16059.79443,36680.38377,"25.9 (16.1, 36.7) million",
2033,ProgClinDisease_AI_5y,cumulative_mort,1425.59126,1260.205337,1654.364086,"1.4 (1.3, 1.7) million",
2034,ProgClinDisease_AI_5y,cumulative_incDc,10400.78002,9046.249011,12613.67205,"10.4 (9, 12.6) million",
2034,ProgClinDisease_AI_5y,cumulative_incDs,26472.67329,20826.20301,33243.82402,"26.5 (20.8, 33.2) million",
2034,ProgClinDisease_AI_5y,cumulative_incDsDc,36943.44623,29919.39837,45153.51293,"36.9 (29.9, 45.2) million",
2034,ProgClinDisease_AI_5y,cumulative_incDn,32126.1465,19819.27116,45373.70654,"32.1 (19.8, 45.4) million",
2034,ProgClinDisease_AI_5y,cumulative_mort,1754.908517,1547.00562,2040.135988,"1.8 (1.5, 2) million",
2035,ProgClinDisease_AI_5y,cumulative_incDc,12304.44705,10675.8801,14957.84067,"12.3 (10.7, 15) million",
2035,ProgClinDisease_AI_5y,cumulative_incDs,31408.66018,24657.18374,39467.94248,"31.4 (24.7, 39.5) million",
2035,ProgClinDisease_AI_5y,cumulative_incDsDc,43816.80007,35404.45901,53596.38394,"43.8 (35.4, 53.6) million",
2035,ProgClinDisease_AI_5y,cumulative_incDn,38175.55124,23479.19904,53892.63157,"38.2 (23.5, 53.9) million",
2035,ProgClinDisease_AI_5y,cumulative_mort,2073.784453,1824.130611,2415.948259,"2.1 (1.8, 2.4) million",
2036,ProgClinDisease_AI_5y,cumulative_incDc,14174.34248,12264.74451,17268.15851,"14.2 (12.3, 17.3) million",
2036,ProgClinDisease_AI_5y,cumulative_incDs,36272.53496,28387.54806,45562.82994,"36.3 (28.4, 45.6) million",
2036,ProgClinDisease_AI_5y,cumulative_incDsDc,50519.76845,40772.47916,61956.06118,"50.5 (40.8, 62) million",
2036,ProgClinDisease_AI_5y,cumulative_incDn,44112.54674,27038.0277,62265.60661,"44.1 (27, 62.3) million",
2036,ProgClinDisease_AI_5y,cumulative_mort,2385.75762,2092.151714,2785.360905,"2.4 (2.1, 2.8) million",
2037,ProgClinDisease_AI_5y,cumulative_incDc,15991.33996,13817.85209,19549.33558,"16 (13.8, 19.5) million",
2037,ProgClinDisease_AI_5y,cumulative_incDs,41023.02991,32023.21249,51534.17722,"41 (32, 51.5) million",
2037,ProgClinDisease_AI_5y,cumulative_incDsDc,57062.56922,45978.88846,70150.0663,"57.1 (46, 70.2) million",
2037,ProgClinDisease_AI_5y,cumulative_incDn,49918.48314,30499.50148,70543.76879,"49.9 (30.5, 70.5) million",
2037,ProgClinDisease_AI_5y,cumulative_mort,2693.875226,2353.761021,3150.805095,"2.7 (2.4, 3.2) million",
2038,ProgClinDisease_AI_5y,cumulative_incDc,17784.94299,15337.23723,21805.99101,"17.8 (15.3, 21.8) million",
2038,ProgClinDisease_AI_5y,cumulative_incDs,45673.41476,35610.70529,57386.87762,"45.7 (35.6, 57.4) million",
2038,ProgClinDisease_AI_5y,cumulative_incDsDc,63528.27617,51095.72188,78196.30845,"63.5 (51.1, 78.2) million",
2038,ProgClinDisease_AI_5y,cumulative_incDn,55517.80814,33867.92828,78683.21485,"55.5 (33.9, 78.7) million",
2038,ProgClinDisease_AI_5y,cumulative_mort,2996.067344,2608.940583,3512.296884,"3 (2.6, 3.5) million",
2039,ProgClinDisease_AI_5y,cumulative_incDc,19547.21062,16824.1397,24037.12229,"19.5 (16.8, 24) million",
2039,ProgClinDisease_AI_5y,cumulative_incDs,50268.09487,39120.27936,63126.42467,"50.3 (39.1, 63.1) million",
2039,ProgClinDisease_AI_5y,cumulative_incDsDc,69842.97578,56102.09619,86126.33605,"69.8 (56.1, 86.1) million",
2039,ProgClinDisease_AI_5y,cumulative_incDn,61106.33283,37208.20279,86720.72684,"61.1 (37.2, 86.7) million",
2039,ProgClinDisease_AI_5y,cumulative_mort,3290.019977,2858.047595,3869.984325,"3.3 (2.9, 3.9) million",
2040,ProgClinDisease_AI_5y,cumulative_incDc,21248.1991,18239.31104,26173.32339,"21.2 (18.2, 26.2) million",
2040,ProgClinDisease_AI_5y,cumulative_incDs,54712.01084,42517.7898,68874.21702,"54.7 (42.5, 68.9) million",
2040,ProgClinDisease_AI_5y,cumulative_incDsDc,76060.81398,60943.70791,93902.38182,"76.1 (60.9, 93.9) million",
2040,ProgClinDisease_AI_5y,cumulative_incDn,66646.21951,40518.73334,94490.76645,"66.6 (40.5, 94.5) million",
2040,ProgClinDisease_AI_5y,cumulative_mort,3575.366911,3099.442012,4219.596774,"3.6 (3.1, 4.2) million",
2041,ProgClinDisease_AI_5y,cumulative_incDc,22877.48343,19604.51346,28250.51167,"22.9 (19.6, 28.3) million",
2041,ProgClinDisease_AI_5y,cumulative_incDs,59107.7802,45857.21709,74617.89615,"59.1 (45.9, 74.6) million",
2041,ProgClinDisease_AI_5y,cumulative_incDsDc,82105.52366,65600.73149,101512.7892,"82.1 (65.6, 101.5) million",
2041,ProgClinDisease_AI_5y,cumulative_incDn,72120.97485,43742.8295,102137.7168,"72.1 (43.7, 102.1) million",
2041,ProgClinDisease_AI_5y,cumulative_mort,3852.904376,3330.835121,4557.264244,"3.9 (3.3, 4.6) million",
2042,ProgClinDisease_AI_5y,cumulative_incDc,24475.28779,20949.07406,30314.90438,"24.5 (20.9, 30.3) million",
2042,ProgClinDisease_AI_5y,cumulative_incDs,63422.70476,49118.20054,80285.61024,"63.4 (49.1, 80.3) million",
2042,ProgClinDisease_AI_5y,cumulative_incDsDc,87997.83053,70139.87418,109105.5528,"88 (70.1, 109.1) million",
2042,ProgClinDisease_AI_5y,cumulative_incDn,77455.95207,46823.64576,109750.4269,"77.5 (46.8, 109.8) million",
2042,ProgClinDisease_AI_5y,cumulative_mort,4120.454478,3554.914836,4887.08605,"4.1 (3.6, 4.9) million",
2043,ProgClinDisease_AI_5y,cumulative_incDc,26048.05331,22268.57403,32377.99383,"26 (22.3, 32.4) million",
2043,ProgClinDisease_AI_5y,cumulative_incDs,67644.32417,52311.35324,85781.62263,"67.6 (52.3, 85.8) million",
2043,ProgClinDisease_AI_5y,cumulative_incDsDc,93809.57479,74572.97695,116598.9997,"93.8 (74.6, 116.6) million",
2043,ProgClinDisease_AI_5y,cumulative_incDn,82611.09312,49828.36673,117234.0341,"82.6 (49.8, 117.2) million",
2043,ProgClinDisease_AI_5y,cumulative_mort,4387.047837,3773.36013,5211.758633,"4.4 (3.8, 5.2) million",
2044,ProgClinDisease_AI_5y,cumulative_incDc,27567.17727,23566.82468,34424.31433,"27.6 (23.6, 34.4) million",
2044,ProgClinDisease_AI_5y,cumulative_incDs,71830.59916,55515.42254,91198.92648,"71.8 (55.5, 91.2) million",
2044,ProgClinDisease_AI_5y,cumulative_incDsDc,99491.69277,78905.04233,124007.5738,"99.5 (78.9, 124) million",
2044,ProgClinDisease_AI_5y,cumulative_incDn,87783.53009,52758.79899,124591.3523,"87.8 (52.8, 124.6) million",
2044,ProgClinDisease_AI_5y,cumulative_mort,4651.15323,3984.826416,5532.883925,"4.7 (4, 5.5) million",
2045,ProgClinDisease_AI_5y,cumulative_incDc,29105.44137,24845.7535,36427.78991,"29.1 (24.8, 36.4) million",
2045,ProgClinDisease_AI_5y,cumulative_incDs,75877.73701,58640.71966,96543.52588,"75.9 (58.6, 96.5) million",
2045,ProgClinDisease_AI_5y,cumulative_incDsDc,105113.8463,83163.11876,131337.4444,"105.1 (83.2, 131.3) million",
2045,ProgClinDisease_AI_5y,cumulative_incDn,92794.50165,55616.86795,131739.3434,"92.8 (55.6, 131.7) million",
2045,ProgClinDisease_AI_5y,cumulative_mort,4911.003067,4191.598672,5851.34943,"4.9 (4.2, 5.9) million",
2046,ProgClinDisease_AI_5y,cumulative_incDc,30622.15498,26106.13521,38420.74262,"30.6 (26.1, 38.4) million",
2046,ProgClinDisease_AI_5y,cumulative_incDs,79786.20896,61532.68598,101814.1052,"79.8 (61.5, 101.8) million",
2046,ProgClinDisease_AI_5y,cumulative_incDsDc,110703.7077,87410.28877,138592.1854,"110.7 (87.4, 138.6) million",
2046,ProgClinDisease_AI_5y,cumulative_incDn,97721.94143,58404.56056,138721.5544,"97.7 (58.4, 138.7) million",
2046,ProgClinDisease_AI_5y,cumulative_mort,5166.779783,4394.304908,6167.586135,"5.2 (4.4, 6.2) million",
2047,ProgClinDisease_AI_5y,cumulative_incDc,32114.37067,27348.16338,40404.02136,"32.1 (27.3, 40.4) million",
2047,ProgClinDisease_AI_5y,cumulative_incDs,83783.24188,64351.7064,107012.9638,"83.8 (64.4, 107) million",
2047,ProgClinDisease_AI_5y,cumulative_incDsDc,116164.8651,91494.61396,145775.8083,"116.2 (91.5, 145.8) million",
2047,ProgClinDisease_AI_5y,cumulative_incDn,102457.2341,61123.79385,145585.293,"102.5 (61.1, 145.6) million",
2047,ProgClinDisease_AI_5y,cumulative_mort,5420.970716,4593.148544,6481.757323,"5.4 (4.6, 6.5) million",
2048,ProgClinDisease_AI_5y,cumulative_incDc,33564.72672,28571.72844,42347.4235,"33.6 (28.6, 42.3) million",
2048,ProgClinDisease_AI_5y,cumulative_incDs,87627.19584,67171.66101,112142.1194,"87.6 (67.2, 112.1) million",
2048,ProgClinDisease_AI_5y,cumulative_incDsDc,121559.0762,95457.58718,152897.3275,"121.6 (95.5, 152.9) million",
2048,ProgClinDisease_AI_5y,cumulative_incDn,107216.4316,63776.4992,152267.8732,"107.2 (63.8, 152.3) million",
2048,ProgClinDisease_AI_5y,cumulative_mort,5671.693241,4788.233026,6794.094094,"5.7 (4.8, 6.8) million",
2049,ProgClinDisease_AI_5y,cumulative_incDc,35014.54842,29743.81765,44250.26028,"35 (29.7, 44.3) million",
2049,ProgClinDisease_AI_5y,cumulative_incDs,91387.13099,69930.51251,117254.2178,"91.4 (69.9, 117.3) million",
2049,ProgClinDisease_AI_5y,cumulative_incDsDc,126748.5851,99323.72629,159948.7357,"126.7 (99.3, 159.9) million",
2049,ProgClinDisease_AI_5y,cumulative_incDn,111861.8707,66364.63267,158809.765,"111.9 (66.4, 158.8) million",
2049,ProgClinDisease_AI_5y,cumulative_mort,5917.491662,4979.609108,7102.553886,"5.9 (5, 7.1) million",
2050,ProgClinDisease_AI_5y,cumulative_incDc,36411.63026,30893.81052,46150.00413,"36.4 (30.9, 46.2) million",
2050,ProgClinDisease_AI_5y,cumulative_incDs,95072.81535,72626.84177,122371.2448,"95.1 (72.6, 122.4) million",
2050,ProgClinDisease_AI_5y,cumulative_incDsDc,131806.598,103108.2103,166899.2311,"131.8 (103.1, 166.9) million",
2050,ProgClinDisease_AI_5y,cumulative_incDn,116478.2953,68890.09784,165402.9961,"116.5 (68.9, 165.4) million",
2050,ProgClinDisease_AI_5y,cumulative_mort,6163.947198,5167.300698,7409.28613,"6.2 (5.2, 7.4) million",
2030,ProgClinDisease_AI_75,cumulative_incDc,2217.308799,1937.480088,2665.238373,"2.2 (1.9, 2.7) million",
2030,ProgClinDisease_AI_75,cumulative_incDs,5556.800244,4398.745002,6937.228173,"5.6 (4.4, 6.9) million",
2030,ProgClinDisease_AI_75,cumulative_incDsDc,7770.127408,6353.7295,9453.15134,"7.8 (6.4, 9.5) million",
2030,ProgClinDisease_AI_75,cumulative_incDn,6658.550003,4180.96361,9449.654939,"6.7 (4.2, 9.4) million",
2030,ProgClinDisease_AI_75,cumulative_mort,373.1596549,332.9503723,429.6976838,"0.4 (0.3, 0.4) million",
2031,ProgClinDisease_AI_75,cumulative_incDc,4346.602528,3786.771471,5222.471017,"4.3 (3.8, 5.2) million",
2031,ProgClinDisease_AI_75,cumulative_incDs,10972.52098,8675.185452,13722.39898,"11 (8.7, 13.7) million",
2031,ProgClinDisease_AI_75,cumulative_incDsDc,15312.85088,12480.48988,18656.15573,"15.3 (12.5, 18.7) million",
2031,ProgClinDisease_AI_75,cumulative_incDn,13211.38152,8263.325385,18733.65707,"13.2 (8.3, 18.7) million",
2031,ProgClinDisease_AI_75,cumulative_mort,733.391074,651.5780319,844.9523711,"0.7 (0.7, 0.8) million",
2032,ProgClinDisease_AI_75,cumulative_incDc,6366.484965,5545.85028,7674.866024,"6.4 (5.5, 7.7) million",
2032,ProgClinDisease_AI_75,cumulative_incDs,16245.50395,12826.60884,20342.98677,"16.2 (12.8, 20.3) million",
2032,ProgClinDisease_AI_75,cumulative_incDsDc,22638.44748,18399.37304,27601.83264,"22.6 (18.4, 27.6) million",
2032,ProgClinDisease_AI_75,cumulative_incDn,19674.1802,12255.27678,27824.85397,"19.7 (12.3, 27.8) million",
2032,ProgClinDisease_AI_75,cumulative_mort,1078.382431,954.8618469,1244.122394,"1.1 (1, 1.2) million",
2033,ProgClinDisease_AI_75,cumulative_incDc,8297.09812,7210.636089,10028.23411,"8.3 (7.2, 10) million",
2033,ProgClinDisease_AI_75,cumulative_incDs,21387.48435,16861.7222,26821.46992,"21.4 (16.9, 26.8) million",
2033,ProgClinDisease_AI_75,cumulative_incDsDc,29720.31105,24113.61998,36306.20915,"29.7 (24.1, 36.3) million",
2033,ProgClinDisease_AI_75,cumulative_incDn,26043.17241,16161.98877,36725.51413,"26 (16.2, 36.7) million",
2033,ProgClinDisease_AI_75,cumulative_mort,1408.037436,1242.650165,1626.902363,"1.4 (1.2, 1.6) million",
2034,ProgClinDisease_AI_75,cumulative_incDc,10140.62619,8787.110159,12284.55185,"10.1 (8.8, 12.3) million",
2034,ProgClinDisease_AI_75,cumulative_incDs,26411.70741,20788.40666,33171.46166,"26.4 (20.8, 33.2) million",
2034,ProgClinDisease_AI_75,cumulative_incDsDc,36623.00707,29641.38027,44766.51242,"36.6 (29.6, 44.8) million",
2034,ProgClinDisease_AI_75,cumulative_incDn,32282.8206,19987.86022,45440.27406,"32.3 (20, 45.4) million",
2034,ProgClinDisease_AI_75,cumulative_mort,1722.548255,1516.62673,1996.643381,"1.7 (1.5, 2) million",
2035,ProgClinDisease_AI_75,cumulative_incDc,11909.67024,10298.75823,14456.63919,"11.9 (10.3, 14.5) million",
2035,ProgClinDisease_AI_75,cumulative_incDs,31330.00735,24615.17137,39348.11547,"31.3 (24.6, 39.3) million",
2035,ProgClinDisease_AI_75,cumulative_incDsDc,43315.41843,35018.49257,53026.13493,"43.3 (35, 53) million",
2035,ProgClinDisease_AI_75,cumulative_incDn,38403.64424,23728.67925,54007.46819,"38.4 (23.7, 54) million",
2035,ProgClinDisease_AI_75,cumulative_mort,2023.33525,1778.232772,2352.078045,"2 (1.8, 2.4) million",
2036,ProgClinDisease_AI_75,cumulative_incDc,13627.18834,11762.54725,16578.65754,"13.6 (11.8, 16.6) million",
2036,ProgClinDisease_AI_75,cumulative_incDs,36160.57957,28337.15311,45382.85316,"36.2 (28.3, 45.4) million",
2036,ProgClinDisease_AI_75,cumulative_incDsDc,49828.69925,40256.90201,61184.15005,"49.8 (40.3, 61.2) million",
2036,ProgClinDisease_AI_75,cumulative_incDn,44386.36918,27377.1665,62443.31259,"44.4 (27.4, 62.4) million",
2036,ProgClinDisease_AI_75,cumulative_mort,2315.626694,2027.923236,2696.806343,"2.3 (2, 2.7) million",
2037,ProgClinDisease_AI_75,cumulative_incDc,15291.57866,13187.42263,18664.21118,"15.3 (13.2, 18.7) million",
2037,ProgClinDisease_AI_75,cumulative_incDs,40911.90659,31969.32148,51283.24524,"40.9 (32, 51.3) million",
2037,ProgClinDisease_AI_75,cumulative_incDsDc,56235.82435,45290.15102,69184.27708,"56.2 (45.3, 69.2) million",
2037,ProgClinDisease_AI_75,cumulative_incDn,50259.18125,31002.59895,70814.42051,"50.3 (31, 70.8) million",
2037,ProgClinDisease_AI_75,cumulative_mort,2596.889556,2271.446266,3033.771402,"2.6 (2.3, 3) million",
2038,ProgClinDisease_AI_75,cumulative_incDc,16930.39856,14579.35737,20722.07796,"16.9 (14.6, 20.7) million",
2038,ProgClinDisease_AI_75,cumulative_incDs,45580.23284,35544.28833,57055.05458,"45.6 (35.5, 57.1) million",
2038,ProgClinDisease_AI_75,cumulative_incDsDc,62531.15759,50276.73957,76983.77709,"62.5 (50.3, 77) million",
2038,ProgClinDisease_AI_75,cumulative_incDn,56053.40701,34596.28057,79010.77614,"56.1 (34.6, 79) million",
2038,ProgClinDisease_AI_75,cumulative_mort,2869.479392,2507.276421,3365.027339,"2.9 (2.5, 3.4) million",
2039,ProgClinDisease_AI_75,cumulative_incDc,18542.95957,15946.94887,22758.13635,"18.5 (15.9, 22.8) million",
2039,ProgClinDisease_AI_75,cumulative_incDs,50123.16926,39025.0937,62741.84076,"50.1 (39, 62.7) million",
2039,ProgClinDisease_AI_75,cumulative_incDsDc,68706.41449,55162.59276,84623.53818,"68.7 (55.2, 84.6) million",
2039,ProgClinDisease_AI_75,cumulative_incDn,61815.51112,38040.34541,86902.79973,"61.8 (38, 86.9) million",
2039,ProgClinDisease_AI_75,cumulative_mort,3140.381266,2736.982994,3691.912105,"3.1 (2.7, 3.7) million",
2040,ProgClinDisease_AI_75,cumulative_incDc,20072.6043,17241.77893,24680.9772,"20.1 (17.2, 24.7) million",
2040,ProgClinDisease_AI_75,cumulative_incDs,54558.3336,42442.78903,68451.69683,"54.6 (42.4, 68.5) million",
2040,ProgClinDisease_AI_75,cumulative_incDsDc,74743.51184,59874.45664,92064.42897,"74.7 (59.9, 92.1) million",
2040,ProgClinDisease_AI_75,cumulative_incDn,67487.98239,41396.79346,94820.83068,"67.5 (41.4, 94.8) million",
2040,ProgClinDisease_AI_75,cumulative_mort,3403.22427,2957.328987,4010.001124,"3.4 (3, 4) million",
2041,ProgClinDisease_AI_75,cumulative_incDc,21529.75489,18467.97557,26503.69122,"21.5 (18.5, 26.5) million",
2041,ProgClinDisease_AI_75,cumulative_incDs,58943.55391,45864.85118,74109.81212,"58.9 (45.9, 74.1) million",
2041,ProgClinDisease_AI_75,cumulative_incDsDc,80524.2955,64361.12199,99462.65353,"80.5 (64.4, 99.5) million",
2041,ProgClinDisease_AI_75,cumulative_incDn,73009.14889,44716.98955,102524.9683,"73 (44.7, 102.5) million",
2041,ProgClinDisease_AI_75,cumulative_mort,3651.240143,3163.515992,4312.157223,"3.7 (3.2, 4.3) million",
2042,ProgClinDisease_AI_75,cumulative_incDc,22930.38281,19656.25909,28268.37791,"22.9 (19.7, 28.3) million",
2042,ProgClinDisease_AI_75,cumulative_incDs,63236.64784,49223.47718,79674.55937,"63.2 (49.2, 79.7) million",
2042,ProgClinDisease_AI_75,cumulative_incDsDc,86174.14491,68705.59953,106737.2274,"86.2 (68.7, 106.7) million",
2042,ProgClinDisease_AI_75,cumulative_incDn,78553.53264,47974.34494,110019.2592,"78.6 (48, 110) million",
2042,ProgClinDisease_AI_75,cumulative_mort,3890.312634,3359.482687,4603.368391,"3.9 (3.4, 4.6) million",
2043,ProgClinDisease_AI_75,cumulative_incDc,24293.35968,20821.32885,30001.18798,"24.3 (20.8, 30) million",
2043,ProgClinDisease_AI_75,cumulative_incDs,67409.92524,52371.25965,85064.67184,"67.4 (52.4, 85.1) million",
2043,ProgClinDisease_AI_75,cumulative_incDsDc,91632.41713,72974.10559,113898.4725,"91.6 (73, 113.9) million",
2043,ProgClinDisease_AI_75,cumulative_incDn,84041.93906,51164.02824,117346.1416,"84 (51.2, 117.3) million",
2043,ProgClinDisease_AI_75,cumulative_mort,4121.293067,3547.460905,4887.314583,"4.1 (3.5, 4.9) million",
2044,ProgClinDisease_AI_75,cumulative_incDc,25625.48133,21965.74245,31713.30412,"25.6 (22, 31.7) million",
2044,ProgClinDisease_AI_75,cumulative_incDs,71591.76513,55426.08366,90380.4601,"71.6 (55.4, 90.4) million",
2044,ProgClinDisease_AI_75,cumulative_incDsDc,97061.32531,77058.3525,120973.1989,"97.1 (77.1, 121) million",
2044,ProgClinDisease_AI_75,cumulative_incDn,89296.06711,54287.00029,124475.6793,"89.3 (54.3, 124.5) million",
2044,ProgClinDisease_AI_75,cumulative_mort,4348.6308,3729.143077,5166.677347,"4.3 (3.7, 5.2) million",
2045,ProgClinDisease_AI_75,cumulative_incDc,26920.06554,23063.95832,33413.25062,"26.9 (23.1, 33.4) million",
2045,ProgClinDisease_AI_75,cumulative_incDs,75616.59422,58542.99807,95748.26379,"75.6 (58.5, 95.7) million",
2045,ProgClinDisease_AI_75,cumulative_incDsDc,102431.2051,81232.8808,127968.8591,"102.4 (81.2, 128) million",
2045,ProgClinDisease_AI_75,cumulative_incDn,94376.9808,57344.34366,131483.4076,"94.4 (57.3, 131.5) million",
2045,ProgClinDisease_AI_75,cumulative_mort,4575.53461,3905.77146,5443.650437,"4.6 (3.9, 5.4) million",
2046,ProgClinDisease_AI_75,cumulative_incDc,28228.55522,24138.17455,35106.40736,"28.2 (24.1, 35.1) million",
2046,ProgClinDisease_AI_75,cumulative_incDs,79595.11393,61648.12012,101053.4596,"79.6 (61.6, 101.1) million",
2046,ProgClinDisease_AI_75,cumulative_incDsDc,107699.0079,85320.13412,134891.4754,"107.7 (85.3, 134.9) million",
2046,ProgClinDisease_AI_75,cumulative_incDn,99495.23517,60338.20456,138405.6916,"99.5 (60.3, 138.4) million",
2046,ProgClinDisease_AI_75,cumulative_mort,4795.641087,4081.307665,5717.870504,"4.8 (4.1, 5.7) million",
2047,ProgClinDisease_AI_75,cumulative_incDc,29511.60346,25199.05524,36814.65557,"29.5 (25.2, 36.8) million",
2047,ProgClinDisease_AI_75,cumulative_incDs,83468.23511,64678.55849,106301.2508,"83.5 (64.7, 106.3) million",
2047,ProgClinDisease_AI_75,cumulative_incDsDc,112810.3937,89259.86547,141569.2052,"112.8 (89.3, 141.6) million",
2047,ProgClinDisease_AI_75,cumulative_incDn,104474.7569,63399.35292,145109.3793,"104.5 (63.4, 145.1) million",
2047,ProgClinDisease_AI_75,cumulative_mort,5015.943363,4254.798823,5985.743205,"5 (4.3, 6) million",
2048,ProgClinDisease_AI_75,cumulative_incDc,30764.11962,26289.2514,38537.79258,"30.8 (26.3, 38.5) million",
2048,ProgClinDisease_AI_75,cumulative_incDs,87266.03131,67559.87432,111496.1894,"87.3 (67.6, 111.5) million",
2048,ProgClinDisease_AI_75,cumulative_incDsDc,117979.4782,93129.35093,148120.822,"118 (93.1, 148.1) million",
2048,ProgClinDisease_AI_75,cumulative_incDn,109624.5256,66410.19643,151642.6164,"109.6 (66.4, 151.6) million",
2048,ProgClinDisease_AI_75,cumulative_mort,5224.551875,4425.61448,6252.276004,"5.2 (4.4, 6.3) million",
2049,ProgClinDisease_AI_75,cumulative_incDc,32011.70057,27375.38625,40243.86795,"32 (27.4, 40.2) million",
2049,ProgClinDisease_AI_75,cumulative_incDs,90983.61183,70238.4043,116525.2819,"91 (70.2, 116.5) million",
2049,ProgClinDisease_AI_75,cumulative_incDsDc,123053.4474,96903.25718,154592.7207,"123.1 (96.9, 154.6) million",
2049,ProgClinDisease_AI_75,cumulative_incDn,114536.0844,69370.20952,158254.5867,"114.5 (69.4, 158.3) million",
2049,ProgClinDisease_AI_75,cumulative_mort,5431.786953,4593.374273,6517.848357,"5.4 (4.6, 6.5) million",
2050,ProgClinDisease_AI_75,cumulative_incDc,33251.99474,28434.54615,41928.30427,"33.3 (28.4, 41.9) million",
2050,ProgClinDisease_AI_75,cumulative_incDs,94729.24947,72790.30315,121428.8016,"94.7 (72.8, 121.4) million",
2050,ProgClinDisease_AI_75,cumulative_incDsDc,127954.224,100491.2922,160987.8373,"128 (100.5, 161) million",
2050,ProgClinDisease_AI_75,cumulative_incDn,119252.4492,72278.953,164510.8855,"119.3 (72.3, 164.5) million",
2050,ProgClinDisease_AI_75,cumulative_mort,5644.877475,4754.671372,6782.681113,"5.6 (4.8, 6.8) million",
2030,ProgClinDisease_AI_ID,cumulative_incDc,2158.262462,1891.698789,2601.410394,"2.2 (1.9, 2.6) million",
2030,ProgClinDisease_AI_ID,cumulative_incDs,5546.033628,4391.41901,6923.656179,"5.5 (4.4, 6.9) million",
2030,ProgClinDisease_AI_ID,cumulative_incDsDc,7707.836262,6297.877578,9368.350404,"7.7 (6.3, 9.4) million",
2030,ProgClinDisease_AI_ID,cumulative_incDn,6686.700318,4200.440921,9476.831023,"6.7 (4.2, 9.5) million",
2030,ProgClinDisease_AI_ID,cumulative_mort,368.2814189,328.6613245,423.9437276,"0.4 (0.3, 0.4) million",
2031,ProgClinDisease_AI_ID,cumulative_incDc,4204.880042,3679.658959,5074.385033,"4.2 (3.7, 5.1) million",
2031,ProgClinDisease_AI_ID,cumulative_incDs,10945.63042,8656.539338,13681.16487,"10.9 (8.7, 13.7) million",
2031,ProgClinDisease_AI_ID,cumulative_incDsDc,15148.43017,12361.13049,18452.56083,"15.1 (12.4, 18.5) million",
2031,ProgClinDisease_AI_ID,cumulative_incDn,13290.38345,8310.656785,18798.43092,"13.3 (8.3, 18.8) million",
2031,ProgClinDisease_AI_ID,cumulative_mort,718.1836347,639.3734078,828.7799559,"0.7 (0.6, 0.8) million",
2032,ProgClinDisease_AI_ID,cumulative_incDc,6149.509071,5375.420469,7430.610322,"6.1 (5.4, 7.4) million",
2032,ProgClinDisease_AI_ID,cumulative_incDs,16201.92808,12797.51009,20266.56249,"16.2 (12.8, 20.3) million",
2032,ProgClinDisease_AI_ID,cumulative_incDsDc,22357.03239,18228.97722,27272.62101,"22.4 (18.2, 27.3) million",
2032,ProgClinDisease_AI_ID,cumulative_incDn,19812.48037,12330.30262,27904.74402,"19.8 (12.3, 27.9) million",
2032,ProgClinDisease_AI_ID,cumulative_mort,1050.820131,933.2457311,1215.547682,"1.1 (0.9, 1.2) million",
2033,ProgClinDisease_AI_ID,cumulative_incDc,7998.334876,6988.983273,9695.902432,"8 (7, 9.7) million",
2033,ProgClinDisease_AI_ID,cumulative_incDs,21324.92965,16826.94772,26719.89694,"21.3 (16.8, 26.7) million",
2033,ProgClinDisease_AI_ID,cumulative_incDsDc,29371.35444,23888.16583,35840.80241,"29.4 (23.9, 35.8) million",
